total_numeric,sexo_fct,nacionalidad_fct,grupo_quinquenal_de_edad_fct,periodo_fct,raza
806,Mujeres,De América del Norte,De 10 a 14 años,1 de enero de 2003,Orco
725,Mujeres,De América del Norte,De 10 a 14 años,1 de julio de 2002,Ent
674,Mujeres,De América del Norte,De 10 a 14 años,1 de enero de 2002,Elfo
1203,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2021,Ent
1199,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2020,Elfo
1203,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2020,Elfo
1008,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2019,Enano
1043,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2019,Ent
950,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2018,Ent
969,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2018,Ent
892,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2017,Ent
965,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2017,Orco
952,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2016,Ent
1010,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2016,Ent
832,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2015,Ent
845,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2015,Hobbit
790,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2014,Ent
880,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2014,Troll
881,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2013,Orco
862,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2013,Ent
849,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2012,Ent
884,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2012,Hobbit
882,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2011,Humano
902,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2011,Orco
847,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2010,Enano
903,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2010,Elfo
936,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2009,Ent
988,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2009,Humano
1021,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2008,Humano
1041,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2008,Ent
1044,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2007,Ent
1056,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2007,Ent
1013,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2006,Humano
1031,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2006,Orco
944,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2005,Hobbit
926,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2005,Humano
878,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2004,Enano
867,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2004,Humano
767,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2003,Orco
704,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2003,Enano
641,Hombres,De América del Norte,De 15 a 19 años,1 de julio de 2002,Ent
584,Hombres,De América del Norte,De 15 a 19 años,1 de enero de 2002,Ent
1125,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2021,Ent
1092,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2020,Elfo
1119,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2020,Ent
938,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2019,Orco
956,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2019,Elfo
857,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2018,Ent
888,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2018,Ent
779,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2017,Ent
824,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2017,Orco
735,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2016,Ent
758,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2016,Ent
687,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2015,Orco
734,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2015,Orco
683,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2014,Orco
788,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2014,Ent
749,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2013,Orco
883,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2013,Ent
839,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2012,Troll
921,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2012,Humano
805,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2011,Troll
882,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2011,Humano
863,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2010,Ent
920,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2010,Orco
917,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2009,Humano
959,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2009,Orco
924,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2008,Orco
969,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2008,Elfo
966,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2007,Ent
988,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2007,Elfo
965,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2006,Ent
998,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2006,Orco
995,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2005,Hobbit
1001,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2005,Hobbit
919,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2004,Hobbit
873,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2004,Orco
809,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2003,Humano
767,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2003,Hobbit
668,Mujeres,De América del Norte,De 15 a 19 años,1 de julio de 2002,Elfo
597,Mujeres,De América del Norte,De 15 a 19 años,1 de enero de 2002,Orco
1954,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2021,Ent
1865,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2020,Enano
2006,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2020,Orco
1628,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2019,Ent
1713,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2019,Orco
1468,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2018,Humano
1612,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2018,Orco
1419,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2017,Ent
1616,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2017,Enano
1653,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2016,Ent
1862,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2016,Orco
1673,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2015,Ent
1833,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2015,Humano
1605,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2014,Ent
1797,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2014,Elfo
1662,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2013,Ent
1891,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2013,Hobbit
1733,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2012,Ent
1809,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2012,Ent
1583,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2011,Ent
1648,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2011,Hobbit
1611,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2010,Humano
1768,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2010,Ent
1787,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2009,Orco
1907,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2009,Ent
1823,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2008,Hobbit
1842,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2008,Ent
1780,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2007,Humano
1768,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2007,Orco
1695,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2006,Ent
1730,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2006,Humano
1705,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2005,Humano
1692,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2005,Ent
1576,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2004,Ent
1512,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2004,Ent
1419,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2003,Enano
1274,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2003,Orco
1007,Hombres,De América del Norte,De 20 a 24 años,1 de julio de 2002,Humano
872,Hombres,De América del Norte,De 20 a 24 años,1 de enero de 2002,Orco
3196,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2021,Hobbit
2967,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2020,Orco
3237,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2020,Ent
2625,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2019,Ent
2861,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2019,Ent
2378,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2018,Humano
2625,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2018,Humano
2108,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2017,Humano
2528,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2017,Orco
2471,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2016,Ent
2912,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2016,Troll
2613,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2015,Ent
2901,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2015,Ent
2461,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2014,Elfo
2811,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2014,Ent
2365,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2013,Humano
2707,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2013,Humano
2388,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2012,Orco
2577,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2012,Orco
2201,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2011,Ent
2332,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2011,Troll
2153,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2010,Humano
2330,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2010,Ent
2277,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2009,Elfo
2354,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2009,Hobbit
2272,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2008,Ent
2329,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2008,Hobbit
2205,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2007,Humano
2218,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2007,Ent
2078,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2006,Orco
2163,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2006,Orco
2131,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2005,Elfo
2017,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2005,Ent
1815,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2004,Elfo
1756,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2004,Ent
1634,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2003,Humano
1468,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2003,Orco
1167,Mujeres,De América del Norte,De 20 a 24 años,1 de julio de 2002,Ent
1043,Mujeres,De América del Norte,De 20 a 24 años,1 de enero de 2002,Ent
2985,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2021,Humano
2908,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2020,Hobbit
3134,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2020,Orco
2792,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2019,Humano
2936,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2019,Humano
2676,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2018,Orco
2864,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2018,Elfo
2506,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2017,Elfo
2681,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2017,Ent
2541,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2016,Orco
2580,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2016,Ent
2354,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2015,Humano
2417,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2015,Ent
2364,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2014,Hobbit
2543,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2014,Humano
2712,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2013,Ent
3099,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2013,Ent
2998,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2012,Orco
3107,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2012,Orco
2960,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2011,Humano
3120,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2011,Orco
3099,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2010,Ent
3261,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2010,Hobbit
3266,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2009,Troll
3341,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2009,Enano
3177,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2008,Orco
3088,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2008,Ent
2860,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2007,Enano
2798,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2007,Ent
2693,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2006,Ent
2769,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2006,Ent
2740,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2005,Ent
2716,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2005,Orco
2483,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2004,Ent
2423,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2004,Humano
2217,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2003,Enano
1972,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2003,Humano
1640,Hombres,De América del Norte,De 25 a 29 años,1 de julio de 2002,Ent
1436,Hombres,De América del Norte,De 25 a 29 años,1 de enero de 2002,Ent
5466,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2021,Ent
5282,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2020,Humano
5690,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2020,Orco
5160,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2019,Enano
5361,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2019,Ent
4834,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2018,Orco
5032,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2018,Humano
4353,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2017,Humano
4745,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2017,Hobbit
4385,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2016,Hobbit
4415,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2016,Ent
4025,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2015,Ent
4134,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2015,Ent
3935,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2014,Hobbit
4156,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2014,Ent
4361,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2013,Ent
4898,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2013,Hobbit
4755,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2012,Ent
4840,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2012,Ent
4555,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2011,Humano
4569,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2011,Ent
4474,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2010,Humano
4522,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2010,Humano
4467,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2009,Ent
4498,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2009,Ent
4228,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2008,Elfo
4128,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2008,Hobbit
3876,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2007,Elfo
3853,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2007,Ent
3753,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2006,Ent
3933,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2006,Ent
3891,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2005,Ent
3789,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2005,Ent
3510,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2004,Ent
3404,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2004,Humano
3071,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2003,Ent
2737,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2003,Orco
2240,Mujeres,De América del Norte,De 25 a 29 años,1 de julio de 2002,Ent
1940,Mujeres,De América del Norte,De 25 a 29 años,1 de enero de 2002,Ent
3468,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2021,Enano
3291,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2020,Enano
3277,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2020,Elfo
3122,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2019,Ent
3053,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2019,Orco
2854,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2018,Ent
2810,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2018,Ent
2606,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2017,Humano
2673,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2017,Humano
2609,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2016,Humano
2651,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2016,Troll
2605,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2015,Humano
2646,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2015,Ent
2640,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2014,Orco
2812,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2014,Ent
3126,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2013,Ent
3434,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2013,Elfo
3406,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2012,Ent
3468,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2012,Ent
3381,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2011,Ent
3349,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2011,Ent
3323,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2010,Ent
3315,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2010,Humano
3323,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2009,Humano
3257,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2009,Hobbit
3133,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2008,Orco
3057,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2008,Ent
2962,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2007,Humano
2965,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2007,Ent
2855,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2006,Hobbit
2862,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2006,Humano
2820,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2005,Ent
2717,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2005,Humano
2545,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2004,Humano
2478,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2004,Orco
2266,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2003,Humano
2049,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2003,Elfo
1822,Hombres,De América del Norte,De 30 a 34 años,1 de julio de 2002,Ent
1615,Hombres,De América del Norte,De 30 a 34 años,1 de enero de 2002,Ent
5677,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2021,Ent
5472,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2020,Elfo
5494,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2020,Humano
5197,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2019,Humano
5052,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2019,Ent
4775,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2018,Ent
4618,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2018,Ent
4309,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2017,Elfo
4323,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2017,Ent
4152,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2016,Orco
4100,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2016,Humano
4030,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2015,Ent
4037,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2015,Orco
4169,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2014,Ent
4440,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2014,Ent
4675,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2013,Hobbit
4926,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2013,Humano
4853,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2012,Ent
4830,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2012,Orco
4738,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2011,Ent
4646,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2011,Ent
4564,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2010,Ent
4528,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2010,Ent
4494,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2009,Ent
4371,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2009,Ent
4187,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2008,Humano
4046,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2008,Humano
3833,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2007,Ent
3691,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2007,Ent
3535,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2006,Humano
3489,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2006,Orco
3396,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2005,Ent
3282,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2005,Ent
3101,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2004,Ent
2947,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2004,Ent
2719,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2003,Elfo
2484,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2003,Elfo
2213,Mujeres,De América del Norte,De 30 a 34 años,1 de julio de 2002,Humano
2001,Mujeres,De América del Norte,De 30 a 34 años,1 de enero de 2002,Humano
3147,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2021,Hobbit
3045,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2020,Humano
3042,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2020,Humano
2914,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2019,Ent
2838,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2019,Humano
2711,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2018,Humano
2617,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2018,Humano
2467,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2017,Orco
2444,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2017,Ent
2324,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2016,Ent
2316,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2016,Humano
2259,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2015,Ent
2281,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2015,Ent
2286,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2014,Hobbit
2418,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2014,Hobbit
2505,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2013,Ent
2599,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2013,Ent
2625,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2012,Hobbit
2702,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2012,Ent
2737,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2011,Humano
2763,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2011,Elfo
2738,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2010,Humano
2713,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2010,Ent
2720,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2009,Hobbit
2652,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2009,Hobbit
2610,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2008,Orco
2545,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2008,Ent
2436,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2007,Hobbit
2338,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2007,Orco
2274,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2006,Humano
2284,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2006,Ent
2194,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2005,Elfo
2102,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2005,Elfo
1970,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2004,Humano
1910,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2004,Elfo
1835,Hombres,De América del Norte,De 35 a 39 años,1 de julio de 2003,Elfo
1757,Hombres,De América del Norte,De 35 a 39 años,1 de enero de 2003,Orco
