total_numeric,sexo_fct,nacionalidad_fct,grupo_quinquenal_de_edad_fct,periodo_fct,raza
69877,Hombres,Española,90 y más años,1 de julio de 2006,Orco
68540,Hombres,Española,90 y más años,1 de enero de 2006,Ent
66979,Hombres,Española,90 y más años,1 de julio de 2005,Humano
66909,Hombres,Española,90 y más años,1 de enero de 2005,Hobbit
65998,Hombres,Española,90 y más años,1 de julio de 2004,Ent
64722,Hombres,Española,90 y más años,1 de enero de 2004,Ent
64474,Hombres,Española,90 y más años,1 de julio de 2003,Ent
63296,Hombres,Española,90 y más años,1 de enero de 2003,Orco
61772,Hombres,Española,90 y más años,1 de julio de 2002,Elfo
60611,Hombres,Española,90 y más años,1 de enero de 2002,Elfo
400194,Mujeres,Española,90 y más años,1 de enero de 2021,Ent
393058,Mujeres,Española,90 y más años,1 de julio de 2020,Ent
391733,Mujeres,Española,90 y más años,1 de enero de 2020,Orco
381883,Mujeres,Española,90 y más años,1 de julio de 2019,Ent
373431,Mujeres,Española,90 y más años,1 de enero de 2019,Ent
363485,Mujeres,Española,90 y más años,1 de julio de 2018,Ent
357141,Mujeres,Española,90 y más años,1 de enero de 2018,Ent
349702,Mujeres,Española,90 y más años,1 de julio de 2017,Humano
345095,Mujeres,Española,90 y más años,1 de enero de 2017,Ent
336945,Mujeres,Española,90 y más años,1 de julio de 2016,Ent
327558,Mujeres,Española,90 y más años,1 de enero de 2016,Ent
319350,Mujeres,Española,90 y más años,1 de julio de 2015,Humano
315743,Mujeres,Española,90 y más años,1 de enero de 2015,Ent
306942,Mujeres,Española,90 y más años,1 de julio de 2014,Hobbit
297704,Mujeres,Española,90 y más años,1 de enero de 2014,Hobbit
289178,Mujeres,Española,90 y más años,1 de julio de 2013,Orco
280138,Mujeres,Española,90 y más años,1 de enero de 2013,Orco
269963,Mujeres,Española,90 y más años,1 de julio de 2012,Hobbit
263943,Mujeres,Española,90 y más años,1 de enero de 2012,Ent
255285,Mujeres,Española,90 y más años,1 de julio de 2011,Elfo
245156,Mujeres,Española,90 y más años,1 de enero de 2011,Hobbit
236218,Mujeres,Española,90 y más años,1 de julio de 2010,Orco
226600,Mujeres,Española,90 y más años,1 de enero de 2010,Orco
221081,Mujeres,Española,90 y más años,1 de julio de 2009,Humano
216736,Mujeres,Española,90 y más años,1 de enero de 2009,Troll
211674,Mujeres,Española,90 y más años,1 de julio de 2008,Hobbit
206793,Mujeres,Española,90 y más años,1 de enero de 2008,Hobbit
202518,Mujeres,Española,90 y más años,1 de julio de 2007,Ent
198749,Mujeres,Española,90 y más años,1 de enero de 2007,Ent
194704,Mujeres,Española,90 y más años,1 de julio de 2006,Humano
190341,Mujeres,Española,90 y más años,1 de enero de 2006,Orco
185371,Mujeres,Española,90 y más años,1 de julio de 2005,Enano
185069,Mujeres,Española,90 y más años,1 de enero de 2005,Elfo
180873,Mujeres,Española,90 y más años,1 de julio de 2004,Ent
176469,Mujeres,Española,90 y más años,1 de enero de 2004,Ent
174847,Mujeres,Española,90 y más años,1 de julio de 2003,Orco
171706,Mujeres,Española,90 y más años,1 de enero de 2003,Humano
166920,Mujeres,Española,90 y más años,1 de julio de 2002,Troll
163834,Mujeres,Española,90 y más años,1 de enero de 2002,Humano
38328,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2020,Humano
38056,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2019,Humano
38159,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2019,Humano
37501,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2018,Humano
37419,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2018,Ent
36332,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2017,Elfo
36113,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2017,Elfo
35650,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2016,Ent
35512,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2016,Hobbit
35025,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2015,Elfo
35058,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2015,Humano
34837,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2014,Ent
35168,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2014,Hobbit
35821,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2013,Ent
36827,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2013,Humano
36819,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2012,Enano
37258,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2012,Enano
38115,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2011,Ent
40383,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2011,Humano
41052,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2010,Humano
42465,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2010,Hobbit
42894,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2009,Enano
43442,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2009,Orco
42271,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2008,Orco
40593,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2008,Humano
36258,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2007,Ent
32714,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2007,Orco
28974,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2006,Ent
26152,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2006,Ent
23174,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2005,Humano
20877,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2005,Orco
18156,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2004,Ent
16241,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2004,Ent
13981,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2003,Humano
12015,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2003,Humano
9848,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2002,Enano
7963,Hombres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2002,Orco
36369,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2020,Humano
36080,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2019,Ent
36067,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2019,Enano
35561,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2018,Orco
35539,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2018,Elfo
34647,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2017,Ent
34227,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2017,Humano
33575,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2016,Ent
33426,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2016,Ent
33004,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2015,Elfo
32884,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2015,Humano
32486,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2014,Ent
32927,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2014,Ent
33460,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2013,Ent
34300,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2013,Orco
34390,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2012,Orco
34738,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2012,Ent
35802,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2011,Hobbit
38004,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2011,Humano
38699,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2010,Ent
40198,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2010,Ent
40540,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2009,Ent
41024,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2009,Humano
39964,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2008,Ent
38298,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2008,Ent
34222,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2007,Ent
30965,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2007,Hobbit
27562,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2006,Hobbit
24997,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2006,Ent
22269,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2005,Ent
20110,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2005,Orco
17501,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2004,Orco
15637,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2004,Ent
13604,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2003,Humano
11677,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2003,Ent
9641,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de julio de 2002,Ent
7747,Mujeres,País de la UE28 sin España,De 0 a 4 años,1 de enero de 2002,Ent
39284,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2020,Humano
38462,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2019,Ent
37903,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2019,Elfo
37146,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2018,Ent
37289,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2018,Humano
36173,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2017,Humano
36099,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2017,Hobbit
35904,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2016,Ent
36307,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2016,Ent
36255,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2015,Hobbit
36817,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2015,Humano
36916,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2014,Ent
37691,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2014,Hobbit
37900,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2013,Humano
38465,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2013,Hobbit
38622,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2012,Ent
39089,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2012,Orco
38737,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2011,Ent
38825,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2011,Ent
38932,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2010,Ent
39425,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2010,Ent
39538,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2009,Ent
39698,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2009,Humano
38355,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2008,Ent
37191,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2008,Ent
33590,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2007,Ent
31145,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2007,Humano
27840,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2006,Orco
25930,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2006,Ent
22982,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2005,Ent
21293,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2005,Ent
18756,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2004,Orco
17210,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2004,Ent
14851,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2003,Orco
13225,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2003,Orco
11070,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2002,Ent
9372,Hombres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2002,Elfo
37318,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2020,Humano
36363,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2019,Ent
35902,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2019,Ent
35100,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2018,Elfo
35080,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2018,Hobbit
33928,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2017,Hobbit
33759,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2017,Orco
33578,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2016,Elfo
33970,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2016,Humano
33982,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2015,Elfo
34616,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2015,Hobbit
34770,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2014,Orco
35408,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2014,Orco
35751,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2013,Ent
36322,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2013,Orco
36490,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2012,Humano
37031,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2012,Ent
36759,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2011,Humano
36925,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2011,Troll
37139,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2010,Ent
37692,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2010,Orco
37912,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2009,Ent
38098,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2009,Ent
36955,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2008,Hobbit
35971,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2008,Ent
32385,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2007,Elfo
29910,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2007,Humano
26647,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2006,Hobbit
24676,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2006,Humano
21822,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2005,Ent
20197,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2005,Hobbit
17705,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2004,Ent
16177,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2004,Ent
13994,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2003,Ent
12522,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2003,Elfo
10320,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de julio de 2002,Ent
8701,Mujeres,País de la UE28 sin España,De 5 a 9 años,1 de enero de 2002,Orco
38670,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2020,Enano
37334,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2019,Ent
36543,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2019,Ent
35146,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2018,Ent
34786,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2018,Humano
34084,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2017,Hobbit
34171,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2017,Ent
33883,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2016,Hobbit
34101,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2016,Elfo
34013,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2015,Orco
34730,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2015,Ent
34991,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2014,Humano
35794,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2014,Elfo
36066,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2013,Orco
36817,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2013,Enano
37056,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2012,Elfo
37775,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2012,Hobbit
37386,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2011,Humano
37672,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2011,Elfo
37548,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2010,Humano
37908,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2010,Ent
37780,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2009,Ent
37894,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2009,Ent
36498,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2008,Elfo
35579,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2008,Ent
31984,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2007,Orco
30114,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2007,Ent
26965,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2006,Ent
25447,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2006,Ent
22806,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2005,Orco
21520,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2005,Elfo
19081,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2004,Enano
17860,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2004,Humano
15507,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2003,Orco
14095,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2003,Ent
11438,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2002,Hobbit
9641,Hombres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2002,Hobbit
36425,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2020,Ent
35375,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2019,Orco
34607,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2019,Ent
33261,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2018,Ent
33010,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2018,Enano
32171,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2017,Hobbit
32322,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2017,Hobbit
32268,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2016,Elfo
32567,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2016,Ent
32536,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2015,Humano
33016,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2015,Elfo
33400,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2014,Troll
34411,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2014,Ent
34638,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2013,Enano
35250,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2013,Humano
35494,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2012,Humano
36153,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2012,Humano
35671,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2011,Humano
35896,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2011,Orco
35678,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2010,Ent
35862,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2010,Orco
35602,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2009,Enano
35484,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2009,Humano
34280,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2008,Ent
33483,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2008,Humano
30294,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2007,Ent
28555,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2007,Ent
25638,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2006,Humano
24312,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2006,Orco
21718,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2005,Orco
20495,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2005,Ent
18203,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2004,Elfo
16943,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2004,Humano
14681,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2003,Elfo
13266,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2003,Humano
10816,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de julio de 2002,Ent
9162,Mujeres,País de la UE28 sin España,De 10 a 14 años,1 de enero de 2002,Ent
36023,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2020,Hobbit
35495,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2019,Orco
35197,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2019,Ent
34361,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2018,Ent
34504,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2018,Hobbit
34022,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2017,Hobbit
34388,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2017,Troll
34113,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2016,Ent
34389,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2016,Orco
34110,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2015,Ent
34458,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2015,Humano
34676,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2014,Hobbit
35376,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2014,Ent
35789,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2013,Humano
36613,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2013,Enano
37197,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2012,Humano
38196,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2012,Humano
38048,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2011,Humano
38427,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2011,Humano
38701,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2010,Humano
39606,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2010,Ent
40825,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2009,Humano
42431,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2009,Ent
44324,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2008,Humano
45383,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2008,Hobbit
42076,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2007,Elfo
38050,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2007,Orco
34529,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2006,Orco
32278,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2006,Ent
29223,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2005,Humano
26584,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2005,Ent
22460,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2004,Orco
20311,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2004,Humano
17207,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2003,Elfo
14845,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2003,Ent
11717,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2002,Hobbit
9095,Hombres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2002,Ent
35023,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2020,Ent
34634,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2019,Ent
34553,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2019,Ent
33683,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2018,Ent
33852,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2018,Humano
33335,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2017,Ent
33716,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2017,Orco
33473,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2016,Ent
33709,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2016,Hobbit
33382,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2015,Elfo
33791,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2015,Orco
33774,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2014,Orco
34021,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2014,Humano
34498,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2013,Ent
35566,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2013,Troll
36358,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2012,Orco
37328,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2012,Ent
37300,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2011,Enano
37823,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2011,Humano
38179,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2010,Humano
38943,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2010,Orco
40213,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de julio de 2009,Enano
41482,Mujeres,País de la UE28 sin España,De 15 a 19 años,1 de enero de 2009,Ent
